sex,age,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,total_grades,legal_drinker,school_MS,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation
male,18,1,1,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13,12,12,37,1,False,False,True,False,False,False,True,False,False,False,False,False
female,17,1,1,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9,28,0,False,False,True,False,False,False,True,False,False,True,False,False
female,18,1,1,2,2,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0,19,1,False,False,False,False,False,False,False,True,False,True,False,False
male,18,0,0,3,4,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,17,51,1,False,False,True,False,False,False,True,False,False,False,False,True
male,17,1,1,3,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,10,28,0,False,False,False,True,False,False,True,False,False,False,True,False
female,18,1,1,4,4,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12,10,11,33,1,False,False,False,False,True,False,True,False,False,False,False,True
male,18,1,1,4,2,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,10,29,1,False,True,False,False,False,False,True,False,False,False,False,True
female,18,1,1,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0,6,1,False,False,True,False,False,False,True,False,False,False,False,True
female,19,1,1,3,3,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9,27,1,False,False,True,False,False,False,False,True,False,True,False,False
female,18,1,1,2,3,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14,43,1,False,False,True,False,False,False,False,True,False,False,False,True
female,18,0,1,1,1,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,11,11,33,1,False,False,True,False,False,False,True,False,False,True,False,False
male,17,1,1,1,2,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,14,43,0,False,False,False,False,False,False,False,False,False,True,False,False
female,17,1,1,2,4,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,10,10,30,0,False,False,False,False,False,True,False,False,False,False,False,True
female,17,0,1,2,2,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,36,0,False,False,False,True,False,False,True,False,False,False,False,False
female,18,1,0,3,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10,9,9,28,1,False,False,True,False,False,False,False,True,False,True,False,False
male,18,1,1,4,4,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9,9,9,27,1,False,False,False,False,True,False,False,True,False,True,False,False
female,18,1,1,4,4,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,9,8,8,25,1,False,True,False,False,False,True,False,False,False,False,False,True
male,18,0,1,4,3,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,11,10,31,1,False,False,False,False,True,False,False,True,False,False,False,False
male,17,0,0,4,1,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8,8,8,24,0,False,False,False,True,False,False,True,False,False,True,False,False
male,17,0,0,3,2,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,11,9,10,30,0,False,False,False,False,True,False,False,True,False,True,False,False
female,18,0,1,1,1,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,12,36,1,False,False,False,False,False,False,True,False,False,False,False,True
female,18,1,1,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,10,27,1,False,False,True,False,False,False,True,False,False,True,False,False
female,17,1,1,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10,9,11,30,0,False,False,True,False,False,False,True,False,False,False,False,False
male,17,1,1,1,1,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,12,10,11,33,0,False,False,True,False,False,False,True,False,False,False,False,True
female,18,1,1,2,2,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,19,55,1,False,False,False,False,False,False,False,False,False,False,True,False
female,17,1,1,1,1,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,12,37,0,False,False,False,True,False,False,False,False,True,False,False,True
male,18,1,1,2,1,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15,14,14,43,1,False,False,False,True,False,False,False,True,False,False,False,True
male,18,0,0,4,4,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,13,15,43,1,False,False,False,False,True,False,False,False,True,False,False,True
male,18,1,1,4,2,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,12,11,11,34,1,False,False,False,False,True,False,True,False,False,True,False,False
female,17,1,1,4,3,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,15,45,0,False,True,False,False,False,False,False,True,False,False,False,True
female,18,0,1,2,1,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12,12,13,37,1,False,False,False,True,False,False,False,False,False,False,False,True
female,17,0,1,3,1,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,18,54,0,False,False,False,True,False,False,True,False,False,False,False,True
male,18,0,1,3,2,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,13,14,41,1,False,False,False,True,False,False,True,False,False,False,False,True
male,17,1,1,3,3,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,14,12,11,37,0,False,True,False,False,False,False,True,False,False,True,False,False
female,19,1,1,4,4,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,10,9,0,19,1,False,True,False,False,False,False,True,False,False,False,False,True
female,18,0,1,4,3,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,10,8,8,26,1,False,False,True,False,False,False,True,False,False,True,False,False
female,18,1,1,4,3,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,14,41,1,False,False,True,False,False,False,True,False,False,False,False,True
male,18,0,1,4,4,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,15,16,47,1,False,False,False,False,True,False,False,False,True,True,False,False
female,18,0,0,4,4,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12,10,11,33,1,False,True,False,False,False,False,True,False,False,True,False,False
male,17,0,1,4,4,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,11,11,10,32,0,False,False,True,False,False,False,False,False,True,True,False,False
female,17,1,1,4,2,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,14,41,0,False,False,True,False,False,False,True,False,False,False,False,True
female,17,1,1,3,2,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,18,52,0,False,True,False,False,False,True,False,False,False,False,False,True
male,19,1,1,3,3,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,15,14,13,42,1,False,False,True,False,False,False,True,False,False,True,False,False
female,18,1,1,2,4,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,14,12,12,38,1,False,False,False,True,False,False,False,False,False,False,False,True
male,20,1,0,3,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,18,53,1,False,False,False,True,False,False,True,False,False,False,False,False
male,19,1,1,4,4,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8,9,8,25,1,False,False,False,False,True,False,False,True,False,False,False,True
male,19,1,1,3,3,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15,12,12,39,1,False,False,True,False,False,False,False,True,False,False,False,True
female,19,0,1,1,1,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,12,10,10,32,1,False,False,False,False,False,False,True,False,False,False,False,True
female,19,0,1,1,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,9,9,0,18,1,False,False,False,True,False,False,False,True,False,True,False,False
female,19,1,1,2,1,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,14,12,13,39,1,False,False,False,False,False,False,True,False,False,False,True,False
male,19,1,1,1,2,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,13,11,11,35,1,False,False,True,False,False,False,False,True,False,False,False,False
female,19,0,1,3,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,13,10,11,34,1,False,False,False,True,False,False,True,False,False,False,False,True
female,19,1,1,1,1,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,15,13,13,41,1,False,False,False,False,False,True,False,False,False,True,False,False
female,19,1,1,2,3,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,13,11,11,35,1,False,False,True,False,False,False,True,False,False,False,False,True
female,18,1,1,2,1,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,8,8,0,16,1,False,False,False,True,False,False,True,False,False,False,False,False
female,18,1,1,4,3,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,10,9,28,1,False,False,True,False,False,False,True,False,False,False,False,False
female,17,1,1,3,4,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11,11,10,32,0,False,False,False,False,False,False,False,True,False,False,False,False
female,18,1,1,4,4,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,11,11,33,1,False,False,False,False,True,False,True,False,False,False,False,False
female,17,1,0,4,3,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,13,39,0,False,False,False,True,False,False,False,True,False,False,False,False
female,17,1,1,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,11,9,9,29,0,False,False,True,False,False,False,True,False,False,False,False,False
female,17,0,1,2,2,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,11,11,33,0,False,False,False,True,False,False,False,True,False,False,False,False
female,17,1,1,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12,14,15,41,0,False,False,False,True,False,False,False,True,False,False,False,False
female,17,0,1,0,2,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,15,46,0,False,False,False,False,False,False,False,False,False,True,False,False
male,18,1,1,4,4,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,9,12,11,32,1,False,False,True,False,False,False,True,False,False,False,False,False
male,17,1,1,3,3,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,16,45,0,False,False,True,False,False,False,False,True,False,False,False,True
male,17,1,1,2,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,11,10,10,31,0,False,False,False,True,False,False,True,False,False,False,False,False
female,17,1,1,4,4,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,9,28,0,False,False,False,False,True,False,False,True,False,False,False,False
female,17,1,1,4,4,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,14,42,0,False,False,False,False,True,False,False,False,True,False,False,False
male,18,0,1,2,2,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,9,8,8,25,1,False,False,True,False,False,False,True,False,False,False,False,False
female,17,1,1,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12,14,14,40,0,False,False,False,False,False,False,True,False,False,False,False,False
female,18,1,1,3,3,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,7,0,0,7,1,False,False,False,True,False,False,False,True,False,True,False,False
female,18,0,1,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,8,8,0,16,1,False,False,True,False,False,False,True,False,False,True,False,False
female,18,1,1,2,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,10,9,0,19,1,False,False,False,False,False,False,True,False,False,False,False,False
female,17,1,1,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,15,46,0,False,False,False,True,False,False,True,False,False,False,False,False
female,19,1,0,3,1,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,14,13,13,40,1,False,False,False,True,False,False,False,False,False,True,False,False
female,17,1,1,3,2,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,7,8,0,15,0,False,False,True,False,False,False,True,False,False,True,False,False
female,18,0,1,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16,15,17,48,1,False,False,False,True,False,False,False,True,False,True,False,False
female,17,1,0,3,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,10,29,0,False,False,True,False,False,False,True,False,False,True,False,False
female,19,1,1,2,1,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11,12,11,34,1,False,False,False,True,False,False,False,True,False,True,False,False
male,18,1,1,4,4,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,10,10,0,20,1,False,False,False,False,True,False,False,True,False,True,False,False
male,18,0,1,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16,15,15,46,1,False,False,False,True,False,False,True,False,False,True,False,False
female,17,1,0,2,2,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,9,8,0,17,0,False,False,False,False,False,False,False,False,False,True,False,False
female,18,1,1,2,3,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11,10,10,31,1,False,False,False,False,False,False,True,False,False,False,False,False
female,18,1,1,3,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,14,40,1,False,False,True,False,False,False,False,True,False,False,True,False
male,18,1,1,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,15,16,47,1,False,False,False,False,True,False,False,True,False,False,False,False
male,18,1,1,4,3,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,10,10,9,29,1,False,False,False,False,True,False,True,False,False,False,False,False
female,17,1,1,4,3,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,15,43,0,False,True,False,False,False,False,True,False,False,False,False,True
male,18,1,1,3,2,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,11,13,13,37,1,True,False,True,False,False,False,True,False,False,False,False,False
male,19,1,1,1,1,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8,7,8,23,1,True,False,True,False,False,False,False,True,False,True,False,False
male,17,1,1,3,3,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13,13,13,39,0,True,True,False,False,False,False,True,False,False,False,False,False
male,18,0,1,1,3,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8,7,8,23,1,True,False,False,False,False,False,False,True,False,False,False,False
male,19,1,1,1,1,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,8,8,24,1,True,False,True,False,False,False,True,False,False,True,False,False
male,17,1,1,4,3,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,13,11,11,35,0,True,False,False,True,False,False,True,False,False,True,False,False
female,18,1,1,3,3,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,9,9,28,1,True,False,False,True,False,False,False,True,False,False,False,False
female,17,1,1,4,4,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12,13,13,38,0,True,False,False,False,True,False,False,True,False,False,True,False
female,17,0,0,3,2,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12,12,11,35,0,True,False,False,True,False,False,True,False,False,False,False,True
male,18,0,1,1,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10,10,10,30,1,True,False,True,False,False,False,False,True,False,True,False,False
female,18,0,1,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,16,50,1,True,False,False,False,False,False,False,True,False,False,False,False
female,18,0,0,1,4,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,13,13,39,1,True,False,False,False,False,False,True,False,False,False,False,False
male,18,0,1,1,1,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13,12,12,37,1,True,False,False,False,False,False,True,False,False,False,True,False
female,18,1,1,3,3,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,11,11,10,32,1,True,False,False,True,False,False,False,True,False,False,True,False
female,17,0,1,4,4,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,15,46,0,True,False,False,False,False,False,False,False,False,False,False,False
female,17,1,1,1,2,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,11,12,35,0,True,False,True,False,False,False,False,True,False,False,False,False
male,18,1,1,1,3,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10,10,10,30,1,True,False,False,False,False,False,True,False,False,False,False,False
male,18,0,1,4,4,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13,13,13,39,1,True,False,False,False,True,False,False,True,False,False,True,False
female,17,1,1,1,1,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,7,6,0,13,0,True,False,True,False,False,False,False,True,False,False,False,True
female,18,1,1,2,3,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,11,10,10,31,1,True,False,False,False,False,False,False,True,False,False,False,False
female,18,1,1,4,4,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,14,12,11,37,1,True,False,True,False,False,False,False,False,True,False,True,False
female,19,0,1,3,2,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7,7,9,23,1,True,False,False,True,False,False,False,True,False,True,False,False
male,18,0,1,1,2,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,14,12,12,38,1,True,False,False,False,False,False,False,True,False,False,True,False
female,17,1,1,2,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,13,11,11,35,0,True,False,True,False,False,False,False,False,False,True,False,False
female,17,1,1,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,6,5,5,16,0,True,False,True,False,False,False,True,False,False,False,False,False
female,18,0,1,4,4,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,19,56,1,True,False,True,False,False,False,True,False,False,False,False,True
female,18,1,1,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8,8,10,26,1,True,False,True,False,False,False,True,False,False,True,False,False
female,20,1,1,4,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,15,14,15,44,1,True,True,False,False,False,False,True,False,False,False,False,False
female,18,0,1,4,4,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,8,9,10,27,1,True,False,False,False,True,False,False,True,False,False,False,False
female,18,1,1,3,3,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15,15,15,45,1,True,False,True,False,False,False,True,False,False,True,False,False
female,17,1,1,3,1,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,10,10,10,30,0,True,False,False,False,False,False,True,False,False,False,False,True
male,18,1,1,4,4,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,15,14,14,43,1,True,False,False,False,True,False,False,False,True,True,False,False
male,18,1,1,2,1,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,7,6,7,20,1,True,False,True,False,False,False,True,False,False,False,True,False
male,17,1,1,2,3,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,11,11,10,32,0,True,False,True,False,False,False,False,True,False,True,False,False
male,19,1,1,1,1,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,6,5,0,11,1,True,False,True,False,False,False,False,True,False,False,True,False
male,18,1,1,4,2,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,6,5,5,16,1,True,False,True,False,False,False,True,False,False,True,False,False
female,18,1,1,2,2,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,10,9,10,29,1,True,False,False,False,False,False,True,False,False,False,True,False
female,18,1,1,4,4,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,6,5,6,17,1,True,False,False,False,True,False,False,False,False,False,False,True
female,19,1,1,2,3,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,7,5,0,12,1,True,False,False,True,False,False,True,False,False,False,False,False
female,18,0,1,3,1,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,7,9,8,24,1,True,False,False,False,True,False,False,True,False,False,False,False
female,18,1,1,1,1,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,6,5,0,11,1,True,False,True,False,False,False,True,False,False,False,False,False
male,20,0,0,2,2,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,9,9,9,27,1,True,False,False,True,False,False,False,True,False,False,False,False
male,17,0,1,3,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,14,16,16,46,0,True,False,False,True,False,False,False,True,False,False,False,False
male,21,1,1,1,1,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,10,8,7,25,1,True,False,True,False,False,False,True,False,False,False,False,False
male,18,0,1,3,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,11,12,10,33,1,True,False,False,True,False,False,True,False,False,False,False,False
male,19,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,8,9,9,26,1,True,False,True,False,False,False,False,False,False,False,False,False
